frame,numero_pers,distance_x,distance_y,distance_z
11,13,-682.8160849999999,-1447.99065,0
12,0,-9.176108,183.11307,0
12,1,351.91438500000004,-114.491525,0
12,2,-104.28022,-196.224605,0
12,3,3.5790946500000005,-1200.8219,0
12,4,124.59724499999999,-1202.6749,0
12,5,324.397215,-1119.8368,0
12,6,261.859955,-1213.01855,0
12,7,186.886585,-1177.68395,0
12,8,-308.29885,-1290.3106,0
12,9,-158.05689999999998,-1149.38335,0
12,10,-227.07874500000003,-1144.69605,0
12,11,-426.359485,-1116.31955,0
12,12,-361.79666,-75.87985499999999,0
12,13,-682.39999,-1446.8067,0
13,0,-9.17024,183.0244,0
13,1,351.90573,-114.50881,0
13,2,-104.1940175,-196.110425,0
13,3,3.598087,-1200.68305,0
13,4,124.45464,-1202.60225,0
13,5,324.368535,-1119.9088,0
13,6,261.81159,-1212.96115,0
13,7,195.30578000000003,-1177.9112,0
13,8,-308.88176,-1288.7535,0
13,9,-158.132295,-1149.3706,0
13,10,-226.56214,-1141.80645,0
13,11,-427.01521,-1118.0664,0
13,12,-361.847765,-76.071485,0
13,13,-682.34182,-1447.2228,0
14,0,-9.364519000000001,183.086975,0
14,1,351.89435000000003,-114.49602,0
14,2,-103.69067749999999,-178.55446,0
14,3,3.30330125,-1200.4162000000001,0
14,4,122.74621499999999,-1201.8222,0
14,5,324.37985000000003,-1119.8749,0
14,6,261.81337,-1212.9551999999999,0
14,7,195.03295500000002,-1178.1260499999999,0
14,8,-308.93689,-1289.5918000000001,0
14,9,-158.149055,-1149.1886,0
14,10,-226.990675,-1143.0094,0
14,11,-426.59756500000003,-1118.0182,0
14,12,-361.87755,-76.18775,0
14,13,-682.905625,-1449.1649000000002,0
15,0,-9.388523,182.567335,0
15,1,351.89455999999996,-114.4981725,0
15,2,-104.124292,-195.436095,0
15,3,3.1600277,-1200.0937,0
15,4,124.5528325,-1200.12205,0
15,5,324.26223500000003,-1119.9443,0
15,6,261.80246,-1213.0104000000001,0
15,7,186.93065,-1178.2388999999998,0
15,8,-308.93832499999996,-1291.35275,0
15,9,-158.146175,-1149.0462,0
15,10,-227.081245,-1143.6444000000001,0
15,11,-426.28459,-1115.16955,0
15,12,-361.862265,-75.99823,0
15,13,-682.99278,-1449.10265,0
16,0,-9.3792185,182.5995,0
16,1,351.89974,-114.50649999999999,0
16,2,-99.87212500000001,-202.66222,0
16,3,3.2757715000000003,-1200.0486500000002,0
16,4,121.54388499999999,-1199.84915,0
16,5,324.365355,-1119.8144499999999,0
16,6,261.80181,-1213.02985,0
16,7,186.90883,-1177.49,0
16,8,-308.72914000000003,-1288.59455,0
16,9,-158.16781,-1149.174,0
16,10,-227.025175,-1143.4413,0
16,11,-426.905125,-1118.38935,0
16,12,-361.88500999999997,-75.9947375,0
16,13,-682.87125,-1449.6626,0
17,0,-9.573781500000003,182.82610499999998,0
17,1,351.83105,-114.23525000000001,0
17,2,-103.57578000000001,-196.55606,0
17,3,2.6110173000000003,-1199.65075,0
17,4,122.70609300000001,-1201.0740999999998,0
17,5,324.37343,-1119.7783,0
17,6,261.7818,-1213.01465,0
17,7,194.94411,-1177.2058,0
17,8,-308.9994,-1290.09515,0
17,9,-158.162505,-1149.1435999999999,0
17,10,-226.919755,-1144.3923,0
17,11,-426.95498,-1117.301,0
17,12,-361.77212999999995,-75.58957000000001,0
17,13,-682.9246499999999,-1450.1077,0
18,0,-9.572029,182.44669499999998,0
18,1,351.964645,-114.672075,0
18,2,-103.7010625,-181.94070499999998,0
18,3,1.3700770000000002,-1199.66175,0
18,4,121.49521,-1201.44915,0
18,5,324.385895,-1119.8225,0
18,6,261.79188,-1213.04285,0
18,7,194.99892499999999,-1178.0306,0
18,8,-309.11215500000003,-1289.8303,0
18,9,-158.18004000000002,-1149.20145,0
18,10,-227.04344,-1144.3364499999998,0
18,11,-427.963985,-1121.9027,0
18,12,-361.74372000000005,-75.5171825,0
18,13,-683.72963,-1453.1563999999998,0
19,0,-9.376604,182.45785999999998,0
19,1,351.91422,-114.636093,0
19,2,-104.348713,-187.07639999999998,0
19,3,1.151967,-1199.3494500000002,0
19,4,123.377295,-1200.2096000000001,0
19,5,324.37372,-1119.7066,0
19,6,261.79976,-1212.9859000000001,0
19,7,195.229995,-1177.1037999999999,0
19,8,-309.00642500000004,-1290.2242,0
19,9,-158.18371000000002,-1149.1569,0
19,10,-226.711855,-1145.6386499999999,0
19,11,-427.862015,-1121.8471,0
19,12,-361.925385,-75.26691249999999,0
19,13,-682.9488200000001,-1449.92585,0
20,0,-9.384170999999998,182.8404,0
20,1,351.92223,-114.22889,0
20,2,-103.681034,-204.92543,0
20,3,1.3196865000000004,-1199.62435,0
20,4,123.624338,-1198.9257499999999,0
20,5,324.36045,-1119.731,0
20,6,261.80415,-1213.1132,0
20,7,195.528155,-1175.1914,0
20,8,-309.243065,-1291.4184,0
20,9,-158.051305,-1149.2475,0
20,10,-226.740445,-1145.5345,0
20,11,-427.389925,-1119.652,0
20,12,-361.75061500000004,-75.1634075,0
20,13,-682.9545,-1450.02245,0
21,0,-9.3766615,182.76422000000002,0
21,1,351.91077,-114.564765,0
21,2,-110.00756200000001,-189.2835,0
21,3,2.0943217499999998,-1199.3928,0
21,4,124.08059500000002,-1181.0718,0
21,5,324.44057,-1119.4065,0
21,6,261.74619,-1212.9008,0
21,7,187.72984,-1176.7882,0
21,8,-309.09207,-1289.5529999999999,0
21,9,-158.134865,-1149.2026500000002,0
21,10,-226.79692,-1145.1374,0
21,11,-427.59512,-1121.5333500000002,0
21,12,-379.518995,-75.090755,0
21,13,-682.98543,-1450.87815,0
22,0,-9.398728000000002,182.898865,0
22,1,351.80699000000004,-114.27888,0
22,2,-114.52633,-196.23493000000002,0
22,3,1.0849379999999993,-1199.13435,0
22,4,123.85497000000001,-1172.08635,0
22,5,324.537015,-1119.7541,0
22,6,261.835645,-1213.1171,0
22,7,192.17585,-1176.1979999999999,0
22,8,-309.03822,-1288.8921500000001,0
22,9,-158.03012,-1149.19315,0
22,10,-226.77086,-1145.2471500000001,0
22,11,-428.01471,-1122.94045,0
22,12,-361.73168999999996,-74.84228999999999,0
22,13,-683.27503,-1450.5064,0
23,0,-9.231851500000001,182.74012,0
23,1,351.756285,-114.281768,0
23,2,-105.48622,-207.3358,0
23,3,1.8503867499999997,-1199.38105,0
23,4,123.857505,-1177.09865,0
23,5,324.57209,-1119.94985,0
23,6,261.806935,-1213.09685,0
23,7,199.18984,-1166.5194999999999,0
23,8,-308.9785,-1288.0367999999999,0
23,9,-158.16923500000001,-1149.4142,0
23,10,-226.78269,-1145.21395,0
23,11,-428.37184,-1126.2028,0
23,12,-361.88176,-75.16781,0
23,13,-682.812655,-1449.46115,0
24,0,-9.396139000000002,182.97216500000002,0
24,1,352.014035,-114.23630499999999,0
24,2,-109.771885,-215.98570999999998,0
24,3,1.8744254999999996,-1199.1747,0
24,4,125.493023,-1234.79475,0
24,5,324.45626500000003,-1119.5535,0
24,6,261.84904,-1213.16065,0
24,7,199.69422,-1168.2712000000001,0
24,8,-308.67368,-1287.7669999999998,0
24,9,-157.96116999999998,-1149.68705,0
24,10,-226.825185,-1145.57375,0
24,11,-428.143035,-1124.09395,0
24,12,-361.86828,-75.072735,0
24,13,-682.508145,-1448.2341999999999,0
25,0,-9.238346,182.78705,0
25,1,351.91078000000005,-114.523795,0
25,2,-111.76112499999999,-227.08447,0
25,3,2.196906,-1199.0919,0
25,4,123.474835,-1160.2907500000001,0
25,5,324.57507499999997,-1120.25425,0
25,6,261.840895,-1213.1087,0
25,7,199.867285,-1167.9456500000001,0
25,8,-308.956135,-1291.29465,0
25,9,-157.946075,-1149.7310499999999,0
25,10,-227.032445,-1146.26735,0
25,11,-428.23279,-1124.6879,0
25,12,-361.71924,-74.7861825,0
25,13,-682.365845,-1448.2226999999998,0
26,0,-9.274812999999998,182.4709,0
26,1,351.843705,-114.281935,0
26,2,-113.543465,-223.549715,0
26,3,2.265375,-1199.1001,0
26,4,123.36125,-1163.69765,0
26,5,324.55962999999997,-1120.2723999999998,0
26,6,261.867195,-1213.16515,0
26,7,202.38927,-1163.0014,0
26,8,-308.87065,-1290.0965,0
26,9,-158.09694000000002,-1149.9011999999998,0
26,10,-226.876115,-1146.1723499999998,0
26,11,-427.841355,-1122.8249500000002,0
26,12,-361.95267,-74.517977,0
26,13,-682.83245,-1448.4923,0
27,0,-9.215825000000002,181.82445,0
27,1,351.92553499999997,-114.449145,0
27,2,-115.33471750000001,-221.86162,0
27,3,2.3849685000000003,-1199.2872499999999,0
27,4,123.3770875,-1167.0065,0
27,5,324.53204500000004,-1119.95545,0
27,6,261.800385,-1213.1376500000001,0
27,7,202.152905,-1162.49495,0
27,8,-308.8373,-1287.731,0
27,9,-158.20204999999999,-1149.8833,0
27,10,-226.95095500000002,-1149.33585,0
27,11,-427.817915,-1123.15665,0
27,12,-381.409985,-74.34375,0
27,13,-682.426215,-1447.89545,0
28,0,-9.3668765,182.624455,0
28,1,351.96428000000003,-114.354725,0
28,2,-115.475315,-214.49099999999999,0
28,3,2.9408329999999996,-1199.6983,0
28,4,126.89106699999999,-1290.9648499999998,0
28,5,324.52724,-1119.93065,0
28,6,261.80472,-1213.2332999999999,0
28,7,197.284065,-1160.37345,0
28,8,-308.52905999999996,-1293.54005,0
28,9,-158.08875999999998,-1149.13215,0
28,10,-227.24034,-1149.1149500000001,0
28,11,-427.71475,-1121.2492499999998,0
28,12,-379.68667,-74.454885,0
28,13,-682.2126149999999,-1447.33475,0
29,0,-9.339309999999998,181.93438500000002,0
29,1,351.98683,-114.38781499999999,0
29,2,-115.88351,-206.81313999999998,0
29,3,3.6180498500000002,-1199.39645,0
29,4,123.556512,-1161.1136000000001,0
29,5,324.24056,-1119.62245,0
29,6,261.806245,-1213.25585,0
29,7,202.69474,-1167.5258,0
29,8,-308.89703499999996,-1292.43775,0
29,9,-158.009155,-1149.4764,0
29,10,-227.05498,-1149.14885,0
29,11,-428.08709999999996,-1123.9372,0
29,12,-361.960325,-74.4167925,0
29,13,-682.6710499999999,-1448.3423,0
30,0,-9.560129,181.36735499999998,0
30,1,352.008225,-114.684457,0
30,2,-116.49665,-208.44272,0
30,3,4.0092222500000005,-1199.1323499999999,0
30,4,123.9793,-1170.73855,0
30,5,324.24597500000004,-1119.73535,0
30,6,261.78577,-1213.2930000000001,0
30,7,199.70938,-1168.0338,0
30,8,-309.01683,-1292.0823999999998,0
30,9,-157.870175,-1149.20885,0
30,10,-227.082015,-1148.9515999999999,0
30,11,-427.72553,-1122.15085,0
30,12,-362.249415,-75.621617,0
30,13,-682.64725,-1448.92945,0
31,0,-9.372364999999999,180.71607,0
31,1,351.998565,-114.31916,0
31,2,-111.019645,-168.1491,0
31,3,3.1672018,-1199.47365,0
31,4,124.16003,-1184.2975999999999,0
31,5,324.24591499999997,-1119.69395,0
31,6,261.740505,-1213.20305,0
31,7,199.29624,-1168.01305,0
31,8,-308.73789,-1291.94885,0
31,9,-157.957965,-1148.9785499999998,0
31,10,-227.09246000000002,-1148.73805,0
31,11,-428.0395,-1123.80455,0
31,12,-362.268845,-75.6159225,0
31,13,-682.80928,-1449.7415,0
32,0,-9.312393,178.263755,0
32,1,351.9591,-114.22771,0
32,2,-111.778535,-180.988225,0
32,3,3.307182,-1199.3748500000002,0
32,4,123.493195,-1189.74135,0
32,5,324.27443,-1120.0097999999998,0
32,6,261.755135,-1213.2289,0
32,7,197.18245000000002,-1160.6509,0
32,8,-308.44115,-1290.02065,0
32,9,-157.969805,-1149.1439,0
32,10,-226.88412,-1148.64655,0
32,11,-428.10826,-1124.6668,0
32,12,-362.27945,-75.6717575,0
32,13,-682.31687,-1447.8929,0
33,0,-8.696186,172.312895,0
33,1,351.77381,-114.02971,0
33,2,-111.955815,-176.994645,0
33,3,4.09263775,-1198.8216,0
33,4,123.42226,-1166.0617,0
33,5,324.278565,-1120.2309500000001,0
33,6,261.686455,-1213.26405,0
33,7,198.316385,-1163.7056,0
33,8,-308.69607499999995,-1291.54395,0
33,9,-157.94747,-1148.88105,0
33,10,-226.900865,-1148.6981,0
33,11,-427.855865,-1122.3749,0
33,12,-362.15247999999997,-75.15778,0
33,13,-682.376955,-1448.1156999999998,0
34,0,-7.557627500000002,168.178625,0
34,1,351.976625,-114.116655,0
34,2,-111.5761075,-171.19305,0
34,3,3.7465135,-1198.5174,0
34,4,124.09745,-1180.9502,0
34,5,324.2659,-1119.9325,0
34,6,261.64357,-1212.8925,0
34,7,197.87223,-1165.35365,0
34,8,-308.63694499999997,-1290.8766500000002,0
34,9,-157.94288,-1148.8038999999999,0
34,10,-226.87593500000003,-1148.7922,0
34,11,-427.965305,-1123.36885,0
34,12,-379.77071,-75.125302,0
34,13,-682.3165,-1447.78675,0
35,0,-4.7020965,167.026535,0
35,1,351.895965,-114.637948,0
35,2,-113.937903,-176.94564,0
35,3,4.4019397,-1198.9739,0
35,4,124.364965,-1184.25935,0
35,5,324.26468,-1120.26975,0
35,6,261.56717000000003,-1211.95545,0
35,7,197.751655,-1166.38955,0
35,8,-308.423085,-1289.65,0
35,9,-157.84407,-1148.99125,0
35,10,-226.96767,-1149.4519500000001,0
35,11,-428.215575,-1124.1858499999998,0
35,12,-362.14229,-75.066352,0
35,13,-682.11105,-1447.0873000000001,0
36,0,-2.5376580000000004,164.844875,0
36,1,351.86647,-113.9644475,0
36,2,-117.47721999999999,-187.45893,0
36,3,4.669722,-1198.9505,0
36,4,123.28304,-1194.2926,0
36,5,324.27301,-1120.2318,0
36,6,261.677405,-1212.3233,0
36,7,193.30761,-1166.51415,0
36,8,-308.52762,-1291.1091000000001,0
36,9,-157.847555,-1148.9768,0
36,10,-226.88454000000002,-1148.7442500000002,0
36,11,-427.73838,-1122.80225,0
36,12,-379.73654,-75.168665,0
36,13,-682.03241,-1446.8078500000001,0
37,0,-1.4075710000000008,162.26697000000001,0
37,1,351.992155,-114.21426,0
37,2,-120.35646,-199.21588,0
37,3,3.80353985,-1198.8301000000001,0
37,4,123.20694800000001,-1198.857,0
37,5,324.28502000000003,-1120.1518,0
37,6,261.79150500000003,-1212.91725,0
37,7,201.3855,-1167.2393,0
37,8,-308.35144,-1290.74035,0
37,9,-157.85291999999998,-1149.42995,0
37,10,-226.604515,-1148.7757499999998,0
37,11,-428.15236000000004,-1123.84625,0
37,12,-362.033915,-75.13827,0
37,13,-682.08052,-1446.9989,0
38,0,-0.3757894999999998,164.3404,0
38,1,351.96387500000003,-114.2749225,0
38,2,-122.957595,-212.90386,0
38,3,4.5028965,-1199.53575,0
38,4,123.56734500000002,-1197.76515,0
38,5,324.42336,-1120.2397500000002,0
38,6,261.65677999999997,-1211.69555,0
38,7,201.676035,-1168.4695,0
38,8,-308.49481000000003,-1290.77335,0
38,9,-157.86075,-1149.41345,0
38,10,-226.70535999999998,-1148.66495,0
38,11,-428.29344000000003,-1125.2009,0
38,12,-362.15719,-75.089359,0
38,13,-682.208665,-1448.3002999999999,0
39,0,1.054426000000003,162.970485,0
39,1,352.02840000000003,-114.37866,0
39,2,-124.63054500000001,-219.84164499999997,0
39,3,4.1631540000000005,-1198.95155,0
39,4,122.669978,-1199.9515000000001,0
39,5,324.40417,-1120.0475999999999,0
39,6,261.71247,-1211.9397,0
39,7,188.10329,-1171.12765,0
39,8,-308.50566,-1290.89655,0
39,9,-157.873585,-1149.5023,0
39,10,-226.831975,-1148.58705,0
39,11,-428.19730000000004,-1124.24215,0
39,12,-362.015995,-75.10736,0
39,13,-682.0182,-1446.9121,0
40,0,2.7320080000000004,161.33034500000002,0
40,1,352.11702,-114.79014000000001,0
40,2,-123.11335,-214.45292999999998,0
40,3,3.59828825,-1197.9706,0
40,4,122.75386,-1199.9263,0
40,5,324.42745,-1120.3038499999998,0
40,6,261.804055,-1212.13555,0
40,7,200.715035,-1164.75755,0
40,8,-308.61032,-1290.4311,0
40,9,-157.87506000000002,-1149.6394,0
40,10,-226.709215,-1148.5292,0
40,11,-428.04199,-1124.0672,0
40,12,-362.16504999999995,-75.0359,0
40,13,-681.83505,-1446.8085999999998,0
41,0,5.044796000000002,159.07243,0
41,1,351.99501,-114.51816550000001,0
41,2,-119.85612699999999,-194.75489,0
41,3,3.828966,-1198.2654,0
41,4,124.104565,-1200.0524500000001,0
41,5,324.49663999999996,-1120.5145499999999,0
41,6,261.87584499999997,-1212.6852,0
41,7,194.483515,-1169.27245,0
41,8,-308.681375,-1289.6434,0
41,9,-157.86557,-1149.3509,0
41,10,-226.66555499999998,-1149.45365,0
41,11,-427.891825,-1122.7894999999999,0
41,12,-362.12655500000005,-74.9728025,0
41,13,-681.891975,-1445.8533,0
42,0,8.695113,158.00179500000002,0
42,1,352.04920500000003,-114.48971,0
42,2,-117.25566799999999,-172.17395499999998,0
42,3,4.06696225,-1198.4265500000001,0
42,4,123.9197275,-1200.1503,0
42,5,324.367975,-1120.35205,0
42,6,261.90393,-1212.60645,0
42,7,198.99677,-1172.7444,0
42,8,-308.27036999999996,-1291.3029000000001,0
42,9,-157.90179999999998,-1149.23385,0
42,10,-226.7577,-1151.0808000000002,0
42,11,-428.715185,-1127.5169,0
42,12,-362.2467,-75.07811799999999,0
42,13,-682.25643,-1447.75445,0
43,0,12.975714,157.900765,0
43,1,352.00131,-114.897355,0
43,2,-115.592915,-179.73307,0
43,3,2.7157824,-1198.04015,0
43,4,123.58575499999999,-1200.6547,0
43,5,324.61201500000004,-1120.2588999999998,0
43,6,261.876,-1212.2753,0
43,7,194.080715,-1173.80885,0
43,8,-308.3662,-1290.42015,0
43,9,-157.899965,-1149.2383,0
43,10,-226.74722,-1150.8256999999999,0
43,11,-428.735385,-1128.0148,0
43,12,-362.07078,-75.02937,0
43,13,-682.04385,-1447.421,0
44,0,16.7641365,158.39989,0
44,1,351.987625,-114.810105,0
44,2,-113.065833,-190.292195,0
44,3,0.8607105000000006,-1198.26425,0
44,4,122.34469,-1201.3133,0
44,5,324.3694,-1120.0563000000002,0
44,6,261.88418,-1212.1487,0
44,7,189.61513,-1179.8485500000002,0
44,8,-308.38333,-1289.2522,0
44,9,-157.91619,-1149.24935,0
44,10,-226.637995,-1152.25485,0
44,11,-428.85425,-1129.0791,0
44,12,-362.13397499999996,-75.12391,0
44,13,-681.8664699999999,-1444.8060500000001,0
45,0,18.2017955,157.87853,0
45,1,352.007675,-115.200052,0
45,2,-110.18759,-197.62619999999998,0
45,3,0.20931750000000005,-1198.5140000000001,0
45,4,121.059425,-1201.29935,0
45,5,324.36195,-1119.9609999999998,0
45,6,261.86552,-1212.0686500000002,0
45,7,193.36094,-1178.55445,0
45,8,-308.6415,-1288.63725,0
45,9,-158.047065,-1149.5743,0
45,10,-226.568525,-1152.2649999999999,0
45,11,-429.089245,-1129.7343,0
45,12,-379.603305,-74.84354,0
45,13,-681.450875,-1447.0346,0
46,0,18.500116,155.41242499999998,0
46,1,351.99877000000004,-115.3511825,0
46,2,-106.2787,-209.125785,0
46,3,0.5460340000000006,-1198.7822999999999,0
46,4,121.31649,-1201.1698000000001,0
46,5,324.60785,-1119.9479000000001,0
46,6,261.87036,-1212.15215,0
46,7,193.81037,-1181.0321,0
46,8,-308.50067,-1286.79575,0
46,9,-158.0094,-1149.47515,0
46,10,-226.557525,-1152.40935,0
46,11,-429.093355,-1130.084,0
46,12,-362.23645,-75.07029800000001,0
46,13,-681.249225,-1447.1277,0
47,0,18.5277055,147.992355,0
47,1,351.9329,-114.808135,0
47,2,-102.7662125,-213.34296,0
47,3,-0.46900099999999956,-1198.3000499999998,0
47,4,121.55931,-1201.16555,0
47,5,324.59114,-1119.67555,0
47,6,261.85121,-1212.2224,0
47,7,193.931175,-1182.5992,0
47,8,-308.0224,-1290.0252500000001,0
47,9,-157.92397,-1149.42185,0
47,10,-226.65625,-1151.1416,0
47,11,-428.88495,-1129.66295,0
47,12,-379.80089999999996,-75.08004700000001,0
47,13,-683.33155,-1450.4270999999999,0
48,0,18.808655,146.83789000000002,0
48,1,351.964725,-113.605925,0
48,2,-100.720765,-219.489605,0
48,3,0.2142349999999995,-1197.2217,0
48,4,120.01405249999999,-1200.89775,0
48,5,324.48164499999996,-1119.8288,0
48,6,261.922675,-1212.5392499999998,0
48,7,199.22223,-1180.6107499999998,0
48,8,-308.791385,-1289.0325,0
48,9,-158.109025,-1149.4384,0
48,10,-226.634055,-1150.38105,0
48,11,-428.65895,-1128.4023499999998,0
48,12,-379.748645,-74.24398049999999,0
48,13,-683.60205,-1452.28615,0
49,0,20.012132,146.34574,0
49,1,352.05733,-114.957375,0
49,2,-93.09550100000001,-216.207965,0
49,3,-0.9193834999999995,-1197.0381,0
49,4,120.551817,-1201.22395,0
49,5,324.588635,-1119.71305,0
49,6,261.97415,-1212.6086,0
49,7,194.239165,-1179.98765,0
49,8,-308.85726999999997,-1287.8999,0
49,9,-158.49126,-1148.98205,0
49,10,-226.53167,-1151.20625,0
49,11,-428.7104,-1128.6508,0
49,12,-379.85884,-74.97625,0
49,13,-683.30657,-1450.49365,0
50,0,22.3033995,146.74776500000002,0
50,1,351.944235,-114.92658,0
50,2,-91.39728,-223.544625,0
