frame,numero_pers,joint,x,y,tracking
0,0,0,631.6686401367188,400.85546875,0
0,0,1,632.7506103515625,399.7734680175781,0
0,0,2,634.9146118164062,399.7734680175781,0
0,0,3,621.3896484375,404.1014709472656,0
0,0,4,640.3246459960938,407.34747314453125,0
0,0,5,601.91357421875,419.2494812011719,0
0,0,6,646.275634765625,429.52850341796875,0
0,0,7,585.142578125,441.43048095703125,0
0,0,8,646.816650390625,461.988525390625,0
0,0,9,588.3886108398438,470.64453125,0
0,0,10,631.6686401367188,463.07049560546875,0
0,0,11,601.3726196289062,475.5135192871094,0
0,0,12,629.504638671875,478.759521484375,0
0,0,13,574.3225708007812,504.7275390625,0
0,0,14,664.128662109375,518.7935791015625,0
0,0,15,560.797607421875,551.7945556640625,0
0,0,16,690.6376953125,563.1555786132812,0
0,1,0,1125.42236328125,305.8968811035156,1
0,1,1,1127.503662109375,303.39935302734375,1
0,1,2,1126.2548828125,302.56683349609375,1
0,1,3,1136.6612548828125,307.5619201660156,1
0,1,4,1137.9100341796875,304.64813232421875,1
0,1,5,1146.6514892578125,330.45599365234375,1
0,1,6,1136.6612548828125,322.547119140625,1
0,1,7,1122.9248046875,355.01507568359375,1
0,1,8,1117.0972900390625,336.2835693359375,1
0,1,9,1092.5382080078125,362.5076904296875,1
0,1,10,1089.2081298828125,340.0298767089844,1
0,1,11,1132.9150390625,389.9805603027344,1
0,1,12,1126.2548828125,374.5791015625,1
0,1,13,1077.13671875,381.23919677734375,1
0,1,14,1080.050537109375,374.995361328125,1
0,1,15,1083.7967529296875,431.1899108886719,1
0,1,16,1082.1318359375,428.6923522949219,1
0,2,0,595.4351196289062,307.3331298828125,2
0,2,1,598.7613525390625,305.6700439453125,2
0,2,2,596.2666625976562,304.4227294921875,2
0,2,3,585.872314453125,293.61260986328125,2
0,2,4,589.6143188476562,299.8492126464844,2
0,2,5,573.8148803710938,291.1179504394531,2
0,2,6,577.556884765625,302.7596435546875,2
0,2,7,572.9833374023438,313.9855041503906,2
0,2,8,593.3562622070312,325.627197265625,2
0,2,9,591.2774047851562,315.64862060546875,2
0,2,10,618.3026733398438,323.1325378417969,2
0,2,11,536.81103515625,319.8063659667969,2
0,2,12,530.15869140625,326.458740234375,2
0,2,13,579.219970703125,323.5483093261719,2
0,2,14,535.9794921875,371.3623046875,2
0,2,15,534.31640625,324.3798522949219,2
0,2,16,517.2696533203125,406.70306396484375,2
0,3,0,755.8339233398438,37.05149841308594,3
0,3,1,759.1405639648438,34.185752868652344,3
0,3,2,753.4090576171875,33.744869232177734,3
0,3,3,765.5333862304688,32.86309814453125,3
0,3,4,750.1024169921875,32.64265823364258,3
0,3,5,775.2328491210938,48.29404830932617,3
0,3,6,743.7095947265625,46.971397399902344,3
0,3,7,779.2008056640625,75.40843200683594,3
0,3,8,740.4029541015625,72.76313018798828,3
0,3,9,766.8560180664062,90.83938598632812,3
0,3,10,751.865966796875,88.63496398925781,3
0,3,11,770.1626586914062,87.53275299072266,3
0,3,12,747.6775512695312,86.65098571777344,3
0,3,13,779.2008056640625,101.42060852050781,3
0,3,14,741.0642700195312,100.75927734375,3
0,3,15,778.9803466796875,98.99574279785156,3
0,3,16,743.2687377929688,119.05597686767578,3
0,4,0,949.4696655273438,66.9702377319336,4
0,4,1,952.94482421875,64.36389923095703,4
0,4,2,946.6461791992188,63.929508209228516,4
0,4,3,958.3746948242188,65.66706848144531,4
0,4,4,943.6054077148438,65.01548767089844,4
0,4,5,966.1937255859375,80.21914672851562,4
0,4,6,935.786376953125,80.001953125,4
0,4,7,974.664306640625,102.15585327148438,4
0,4,8,924.4922485351562,101.72146606445312,4
0,4,9,966.8453369140625,112.36402893066406,4
0,4,10,929.2705688476562,112.36402893066406,4
0,4,11,959.460693359375,116.27354431152344,4
0,4,12,939.0443115234375,116.05634307861328,4
0,4,13,961.8497924804688,135.82110595703125,4
0,4,14,935.3519897460938,135.82110595703125,4
0,4,15,959.2434692382812,135.82110595703125,4
0,4,16,936.6551513671875,135.82110595703125,4
0,5,0,826.9929809570312,65.00994873046875,5
0,5,1,830.4678344726562,61.717979431152344,5
0,5,2,824.2496948242188,61.535091400146484,5
0,5,3,833.0282592773438,64.46128845214844,5
0,5,4,820.2261962890625,63.91262435913086,5
0,5,5,839.2464599609375,81.46978759765625,5
0,5,6,809.8016357421875,81.65267944335938,5
0,5,7,846.1961669921875,100.85582733154297,5
0,5,8,804.1321411132812,102.31892395019531,5
0,5,9,835.9544677734375,107.43975830078125,5
0,5,10,811.2647094726562,109.81729125976562,5
0,5,11,833.7598266601562,117.13277435302734,5
0,5,12,814.5567016601562,116.94989013671875,5
0,5,13,836.1373901367188,127.55734252929688,5
0,5,14,814.373779296875,127.55734252929688,5
0,5,15,832.2967529296875,127.55734252929688,5
0,5,16,817.1171264648438,127.55734252929688,5
0,6,0,878.5662231445312,57.59195327758789,6
0,6,1,881.4990844726562,54.83157730102539,6
0,6,2,875.9783325195312,54.83157730102539,6
0,6,3,887.5374145507812,56.3842887878418,6
0,6,4,873.0454711914062,56.039241790771484,6
0,6,5,896.1636352539062,71.56636810302734,6
0,6,6,864.591796875,74.32675170898438,6
0,6,7,899.0964965820312,92.78678131103516,6
0,6,8,865.626953125,98.48006439208984,6
0,6,9,884.2594604492188,81.22769927978516,6
0,6,10,882.8792724609375,98.82511138916016,6
0,6,11,892.8856811523438,112.62700653076172,6
0,6,12,872.3553466796875,119.70046997070312,6
0,6,13,891.3329467773438,119.70046997070312,6
0,6,14,874.4256591796875,119.70046997070312,6
0,6,15,890.9879150390625,119.70046997070312,6
0,6,16,874.59814453125,119.70046997070312,6
0,7,0,499.8994445800781,62.53261947631836,7
0,7,1,502.9351806640625,59.30715560913086,7
0,7,2,496.6739807128906,59.30715560913086,7
0,7,3,506.9195861816406,61.394222259521484,7
0,7,4,491.9306640625,61.583953857421875,7
0,7,5,515.4575805664062,81.12646484375,7
0,7,6,481.4953308105469,82.26486206054688,7
0,7,7,521.1495361328125,103.70470428466797,7
0,7,8,475.42388916015625,105.22256469726562,7
0,7,9,506.3503723144531,106.17123413085938,7
0,7,10,490.7922668457031,106.74043273925781,7
0,7,11,509.00665283203125,126.28294372558594,7
0,7,12,487.9462585449219,126.28294372558594,7
0,7,13,518.4932861328125,126.28294372558594,7
0,7,14,461.95281982421875,126.28294372558594,7
0,7,15,505.4017028808594,126.28294372558594,7
0,7,16,490.98199462890625,126.28294372558594,7
0,8,0,70.19120025634766,-9.879203796386719,8
0,8,1,71.15596771240234,-9.879203796386719,8
0,8,2,68.45462036132812,-9.879203796386719,8
0,8,3,76.55865478515625,-9.879203796386719,8
0,8,4,65.94622802734375,-9.879203796386719,8
0,8,5,86.78517150878906,0.7332205176353455,8
0,8,6,58.42105484008789,1.119126796722412,8
0,8,7,93.3455810546875,12.117457389831543,8
0,8,8,54.947898864746094,14.23994255065918,8
0,8,9,83.89087677001953,20.800350189208984,8
0,8,10,67.48985290527344,21.379209518432617,8
0,8,11,82.154296875,28.325523376464844,8
0,8,12,65.94622802734375,26.781898498535156,8
0,8,13,62.47307205200195,27.74666404724121,8
0,8,14,62.858978271484375,28.132570266723633,8
0,8,15,58.999916076660156,51.093997955322266,8
0,8,16,58.42105484008789,69.03864288330078,8
0,9,0,432.516357421875,63.01866149902344,9
0,9,1,435.1655578613281,59.55433654785156,9
0,9,2,429.0520324707031,59.758121490478516,9
0,9,3,439.0374450683594,61.388389587402344,9
0,9,4,424.1612243652344,61.79595947265625,9
0,9,5,446.57745361328125,77.48731231689453,9
0,9,6,416.2136535644531,79.72893524169922,9
0,9,7,454.7287902832031,100.71866607666016,9
0,9,8,412.3417663574219,103.77542114257812,9
0,9,9,439.0374450683594,104.18299102783203,9
0,9,10,420.90069580078125,107.8510971069336,9
0,9,11,443.7244873046875,113.55704498291016,9
0,9,12,422.1233825683594,114.16839599609375,9
0,9,13,442.0942077636719,130.06353759765625,9
0,9,14,417.4363708496094,130.06353759765625,9
0,9,15,439.6488037109375,130.06353759765625,9
0,9,16,420.4931335449219,130.06353759765625,9
0,10,0,363.2121276855469,67.10438537597656,10
0,10,1,365.9263916015625,63.3044319152832,10
0,10,2,359.7740783691406,63.66633224487305,10
0,10,3,369.7263488769531,63.84728240966797,10
0,10,4,354.3455505371094,64.57108306884766,10
0,10,5,378.050048828125,78.86615753173828,10
0,10,6,348.91705322265625,80.13280487060547,10
