frame,numero_pers,joint,x,y,z,tracking
0,0,0,-0.0,0.0,0.717483401298523,0
0,0,1,-0.12726366519927979,0.025824343785643578,0.7041457295417786,0
0,0,2,-0.40690794587135315,0.03579678386449814,0.36898571252822876,0
0,0,3,-0.6223220229148865,-0.23921994864940643,0.0,0
0,0,4,0.13019922375679016,-0.04005584120750427,0.7308431267738342,0
0,0,5,0.34343311190605164,0.2523132264614105,0.48713648319244385,0
0,0,6,0.46156713366508484,0.287002831697464,0.08594870567321777,0
0,0,7,-0.030195068567991257,0.02494335174560547,0.9517031311988831,0
0,0,8,-0.07654663175344467,0.10357598960399628,1.1780930757522583,0
0,0,9,-0.13404296338558197,0.08946578949689865,1.3505290746688843,0
0,0,10,-0.15287622809410095,-0.020282698795199394,1.358822226524353,0
0,0,11,0.11151391267776489,0.056830033659935,1.1970633268356323,0
0,0,12,0.24546533823013306,0.17518500983715057,1.0105277299880981,0
0,0,13,0.22605004906654358,0.26955416798591614,0.7776673436164856,0
0,0,14,-0.25520947575569153,0.07785336673259735,1.1181201934814453,0
0,0,15,-0.26359838247299194,0.14798489212989807,0.8472944498062134,0
0,0,16,-0.1382102072238922,0.39673176407814026,0.8336678743362427,0
0,1,0,-0.0,0.0,0.4793909788131714,1
0,1,1,0.028654295951128006,0.15264081954956055,0.5434728860855103,1
0,1,2,0.47105348110198975,0.09718623757362366,0.5481800436973572,1
0,1,3,0.4660392999649048,-0.12610232830047607,0.026187598705291748,1
0,1,4,-0.03184130787849426,-0.15372981131076813,0.4124103784561157,1
0,1,5,0.494203120470047,-0.16428054869174957,0.4864698350429535,1
0,1,6,0.45161205530166626,-0.29155173897743225,0.0,1
0,1,7,-0.06830517947673798,-0.05604614317417145,0.7416114807128906,1
0,1,8,-0.11738134920597076,-0.10186093300580978,1.013780117034912,1
0,1,9,0.028813721612095833,-0.13088537752628326,1.1741300821304321,1
0,1,10,0.014678223058581352,-0.13755038380622864,1.2156331539154053,1
0,1,11,-0.16356371343135834,-0.25387492775917053,0.9523438215255737,1
0,1,12,0.060011476278305054,-0.37759533524513245,0.7190690636634827,1
0,1,13,0.3463227450847626,-0.2659403383731842,0.6531977653503418,1
0,1,14,-0.07196997106075287,0.056911926716566086,1.0248939990997314,1
0,1,15,0.11296240240335464,0.27943775057792664,0.8977422714233398,1
0,1,16,0.38713768124580383,0.1545485258102417,0.8655884861946106,1
0,2,0,-0.0,0.0,0.931506335735321,2
0,2,1,0.03323950245976448,-0.1414051502943039,0.8965120911598206,2
0,2,2,-0.02088037133216858,-0.05286817252635956,0.40432602167129517,2
0,2,3,0.19124463200569153,-0.11154954135417938,0.0,2
0,2,4,-0.03507006913423538,0.140112966299057,0.966590940952301,2
0,2,5,-0.4944230914115906,0.20273150503635406,0.927180290222168,2
0,2,6,-0.007840576581656933,0.2008797526359558,0.915708601474762,2
0,2,7,-0.22977831959724426,-0.03419741988182068,1.0754257440567017,2
0,2,8,-0.466732919216156,-0.04729283228516579,1.2107863426208496,2
0,2,9,-0.6530129313468933,-0.0032063256949186325,1.089004397392273,2
0,2,10,-0.6917873620986938,-0.025124957785010338,1.1209629774093628,2
0,2,11,-0.4302316904067993,0.08203422278165817,1.2686138153076172,2
0,2,12,-0.42048558592796326,0.3159102201461792,1.030365228652954,2
0,2,13,-0.6253020167350769,0.14392779767513275,0.9963552355766296,2
0,2,14,-0.46204638481140137,-0.19743451476097107,1.1529392004013062,2
0,2,15,-0.6436105966567993,-0.24086272716522217,0.8941657543182373,2
0,2,16,-0.9136675000190735,-0.11888045072555542,0.9123579263687134,2
0,3,0,-0.0,0.0,0.610336184501648,3
0,3,1,0.20200756192207336,0.007179987616837025,0.6140888929367065,3
0,3,2,0.31807616353034973,-0.6485916376113892,0.35157886147499084,3
0,3,3,0.2963012754917145,-1.0050660371780396,0.0,3
0,3,4,-0.2025424838066101,-0.005406649317592382,0.6048113107681274,3
0,3,5,-0.35932788252830505,-0.6418406963348389,0.34092286229133606,3
0,3,6,-0.3559035658836365,-0.01996934600174427,0.4035332202911377,3
0,3,7,-0.003865722566843033,-0.049404341727495193,0.9604265093803406,3
0,3,8,-0.010568114928901196,-0.1962890475988388,1.2943131923675537,3
0,3,9,0.05436987429857254,-0.293390154838562,1.478771686553955,3
0,3,10,0.04685790836811066,-0.16026218235492706,1.5532745122909546,3
0,3,11,-0.2894035577774048,-0.2044648975133896,1.2869017124176025,3
0,3,12,-0.3588527739048004,-0.19099800288677216,0.8118791580200195,3
0,3,13,-0.14354614913463593,-0.2986293435096741,0.53077232837677,3
0,3,14,0.2681340277194977,-0.2180342823266983,1.307100772857666,3
0,3,15,0.3360993564128876,-0.19312964379787445,0.850238025188446,3
0,3,16,0.1335170865058899,-0.29862719774246216,0.57072913646698,3
0,4,0,-0.0,0.0,0.5255728960037231,4
0,4,1,0.2570180594921112,-0.014808975160121918,0.5241543054580688,4
0,4,2,0.347625732421875,-0.5803105235099792,0.0,4
0,4,3,0.3312443792819977,-0.148399218916893,0.0004006624221801758,4
0,4,4,-0.25218626856803894,0.024125462397933006,0.5220891237258911,4
0,4,5,-0.31086084246635437,-0.5368665456771851,0.005056798458099365,4
0,4,6,-0.2529289424419403,-0.18937227129936218,0.013830959796905518,4
0,4,7,-0.018395019695162773,-0.012073051184415817,0.9594643712043762,4
0,4,8,-0.03968481346964836,-0.12211210280656815,1.3802127838134766,4
0,4,9,-0.006364990025758743,-0.200065478682518,1.670485019683838,4
0,4,10,-0.013285156339406967,-0.10511115938425064,1.76880943775177,4
0,4,11,-0.4078461825847626,-0.09573657065629959,1.3774758577346802,4
0,4,12,-0.6266181468963623,-0.041083063930273056,0.8607333898544312,4
0,4,13,-0.4315412640571594,-0.19727209210395813,0.5883432626724243,4
0,4,14,0.3218740224838257,-0.13145534694194794,1.3765130043029785,4
0,4,15,0.6057670712471008,-0.09791871905326843,0.8730570077896118,4
0,4,16,0.48802807927131653,-0.32032549381256104,0.5820651054382324,4
0,5,0,-0.0,0.0,0.365231454372406,5
0,5,1,0.28242236375808716,-0.03321702778339386,0.35973060131073,5
0,5,2,0.29848095774650574,-0.602336585521698,0.0,5
0,5,3,0.2255891114473343,-0.07792247831821442,0.01709449291229248,5
0,5,4,-0.28089746832847595,0.02987886592745781,0.3594721853733063,5
0,5,5,-0.35786083340644836,-0.5944652557373047,0.008001595735549927,5
0,5,6,-0.2398718297481537,-0.09190277010202408,0.026289671659469604,5
0,5,7,-0.0029008788987994194,0.01873183436691761,0.8544193506240845,5
0,5,8,-0.006938720587641001,-0.10881125926971436,1.354738473892212,5
0,5,9,-0.07682861387729645,-0.17855563759803772,1.767336130142212,5
0,5,10,-0.08806274086236954,-0.14103062450885773,1.8946399688720703,5
0,5,11,-0.4316127896308899,-0.05330874025821686,1.3474218845367432,5
0,5,12,-0.6446054577827454,0.019125118851661682,0.8066679835319519,5
0,5,13,-0.3454887568950653,0.03993235155940056,0.6015188097953796,5
0,5,14,0.4112011790275574,-0.1384793072938919,1.337695598602295,5
0,5,15,0.5932972431182861,-0.0878128930926323,0.766250491142273,5
0,5,16,0.37873950600624084,-0.18173611164093018,0.5152393579483032,5
0,6,0,-0.0,0.0,0.12079919129610062,6
0,6,1,0.25608667731285095,-0.06169005483388901,0.0431973859667778,6
0,6,2,0.21568749845027924,-0.5102243423461914,0.0,6
0,6,3,0.2117329090833664,-0.09590277075767517,0.014657102525234222,6
0,6,4,-0.25090283155441284,0.0460234060883522,0.18077562749385834,6
0,6,5,-0.21747656166553497,-0.3097887337207794,0.002833738923072815,6
0,6,6,-0.2064477503299713,0.05188313126564026,0.02338549494743347,6
0,6,7,0.02599511668086052,-0.0002148622297681868,0.6055293679237366,6
0,6,8,0.05634814500808716,-0.09342531114816666,1.1091018915176392,6
0,6,9,0.09755029529333115,-0.18524600565433502,1.4470453262329102,6
0,6,10,0.09578613191843033,-0.14502876996994019,1.5451239347457886,6
0,6,11,-0.3256484270095825,-0.08481928706169128,1.1527918577194214,6
0,6,12,-0.41111132502555847,-0.08716873079538345,0.6398249268531799,6
0,6,13,-0.04591625928878784,-0.15973205864429474,0.9121443033218384,6
0,6,14,0.43645337224006653,-0.17219586670398712,1.0783902406692505,6
0,6,15,0.4260222315788269,-0.20942842960357666,0.4994235634803772,6
0,6,16,-0.003343017539009452,-0.23661558330059052,0.49811291694641113,6
0,7,0,-0.0,0.0,0.05625231936573982,7
0,7,1,0.26996973156929016,-0.024134881794452667,0.03998620808124542,7
0,7,2,1.0073542594909668,-0.1704399287700653,0.0,7
0,7,3,0.21467748284339905,0.17985719442367554,0.028221435844898224,7
0,7,4,-0.2923337519168854,0.008938241750001907,0.046630859375,7
0,7,5,-0.573660135269165,-0.2911275327205658,0.0031679682433605194,7
0,7,6,-0.1850249022245407,0.19956625998020172,0.03205456584692001,7
0,7,7,-0.0009814453078433871,0.027869176119565964,0.5911425352096558,7
0,7,8,0.0020419922657310963,-0.11938045918941498,1.1613589525222778,7
0,7,9,-0.03627685457468033,-0.20497886836528778,1.6090829372406006,7
