frame,numero_pers,distance_x,distance_y,distance_z,zone_jeu,num_tracking,num_point,winner
35,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
36,1,-15.34991455078125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
36,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
37,1,-15.34991455078125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
37,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
38,1,-15.34991455078125,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
38,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
39,1,-13.9114990234375,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
39,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
40,1,-13.82891845703125,234.11566162109375,74,m6,0,8,PRITHIKA-PAVADE
40,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
41,1,-13.7059326171875,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
41,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
42,1,-12.2838134765625,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
42,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
43,1,-10.8662109375,255.24481201171875,74,m6,0,8,PRITHIKA-PAVADE
43,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
44,1,-9.52099609375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
44,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
45,1,-9.623779296875,238.368408203125,74,m6,0,8,PRITHIKA-PAVADE
45,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
46,1,-6.93817138671875,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
46,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
47,1,-8.33282470703125,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
47,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
48,1,-8.36541748046875,221.27569580078125,74,m5,0,8,PRITHIKA-PAVADE
48,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
49,1,-6.93817138671875,225.56939697265625,74,m5,0,8,PRITHIKA-PAVADE
49,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
50,1,-5.5155029296875,229.849365234375,74,m6,0,8,PRITHIKA-PAVADE
50,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
51,1,-6.78790283203125,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
51,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
52,1,-6.7581787109375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
52,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
53,1,-6.7581787109375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
53,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
54,1,-8.13958740234375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
54,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
55,1,-9.52099609375,251.0457763671875,74,m6,0,8,PRITHIKA-PAVADE
55,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
56,1,-10.938720703125,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
56,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
57,1,-12.32232666015625,246.8333740234375,74,m6,0,8,PRITHIKA-PAVADE
57,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
58,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
58,0,-94.5777587890625,-170.51535034179688,74,e4,9,8,PRITHIKA-PAVADE
59,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
59,0,-94.38250732421875,-164.8782958984375,74,e4,9,8,PRITHIKA-PAVADE
60,1,-13.746826171875,242.60760498046875,74,m6,0,8,PRITHIKA-PAVADE
